,Job Title,Location,Salary From,Salary To,Python,Java,C++,SQL,Javascript,linux
10715,Research Professor & Roux Institute Member in Computational Medicine & Biomedical Data Science (Open Rank),ME,,,0,0,0,0,0,0
10716,Dashboard Developer and Data Management,NJ,,,1,1,0,1,0,0
10717,Population Analyst,NJ,,,1,0,0,1,0,0
10718,Senior Backend Engineer (AI Startup),NJ,120000.0,180000.0,0,0,0,0,0,0
10719,"Associate Director, R&D Project Management Medical Device",NJ,,,0,0,0,0,0,0
10720,Senior Machine Learning Engineer,NJ,150000.0,200000.0,1,0,0,1,0,0
10721,ML/AI Developer (US Citizen),NJ,,,1,0,1,0,0,0
10722,"Manager, IT Business Analyst for Global Biometric Sciences",NJ,,,1,0,0,0,0,0
10723,Global Sensory & Consumer Insights (CSI) Technical Product Manager,NJ,,,1,0,0,0,0,0
10724,"Senior Backend Engineer, AI",OR,150000.0,190000.0,0,0,0,0,0,0
10725,Data Scientist - Contractor,US,,,1,0,0,1,0,0
10726,Data Scientist III,VA,146000.0,234000.0,1,1,0,0,0,0
10727,"Senior Manager, Data Science",VA,,,1,0,0,1,0,0
10728,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
10729,"Data Scientist Technical Specialist (TS/SCI Reston,VA)",VA,125000.0,165000.0,1,0,0,1,0,1
10730,Quantitative Analytics Professional - Data Engineering (Hybrid - 3 Days in Office),VA,,,1,1,0,1,0,0
10731,Data Scientist/Intelligence Analyst,VA,,,1,0,0,0,0,0
10732,Data Engineer Senior Consultant (Clearance Required),VA,,,0,0,0,1,0,0
10733,DTRA SI Opportunity Analysis Application Developer - Mid #1919,VA,,,0,0,0,0,0,0
10734,Data Scientist (NLP),OK,120000.0,145000.0,0,0,0,1,0,0
10735,Data Engineer (Informatica/Hadoop/Ab Initio),RI,70000.0,140000.0,1,0,0,1,0,0
10736,Head of Data Insights & Strategy,WA,244894.0,,0,0,0,0,0,0
10737,"Data Scientist, Tiktok Ads-Vertical Solutions",WA,145000.0,281000.0,1,0,0,1,0,0
10738,Data Analytics Manager,WA,,,0,0,0,0,0,0
10739,Data Scientist V – Modeling Human Computer Interaction,WA,228800.0,,1,0,0,0,0,0
10740,Senior Member of Technical Staff - Machine Learning Engineer,WA,,,1,0,0,0,0,0
10741,Senior Datacenter Planning Analyst,WA,124800.0,242600.0,0,0,0,1,0,0
10742,"Software Engineer, Infrastructure - Generative AI",WA,140000.0,204000.0,0,1,1,0,0,0
10743,"Sr. Applied Scientist, Seller Pricing and Price Perception",WA,136000.0,,1,1,1,0,0,0
10744,Gen AI/Artificial intelligence,CT,135200.0,,1,0,0,0,0,0
10745,Head of Artificial Intelligence (AI),CT,,,1,1,0,0,0,0
10746,Senior Data Scientist,PA,,,1,1,0,1,0,1
10747,Senior Software Engineer - Spark Data Analytics,DE,,,1,1,0,0,0,0
10748,Machine Learning Engineer 3,AZ,,,1,1,0,1,0,0
10749,Senior Data Science Analyst,AZ,94000.0,132000.0,1,0,0,1,0,0
10750,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",AZ,,,0,0,0,0,0,0
10751,Data Engineer & Analyst,UT,80000.0,,1,0,0,1,0,0
10752,Data Analyst in House,TN,,,1,0,0,1,0,1
10753,Senior Data Analyst,TN,,,1,0,0,1,0,0
10754,"Senior Backend Engineer, AI",TN,150000.0,190000.0,0,0,0,0,0,0
10755,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",TN,,,0,0,0,0,0,0
10756,Director Business Analytics - Americas & EMEA,NV,155919.0,289564.0,1,0,0,0,0,0
10757,"Manager, Data Science",MA,,,1,0,0,1,0,0
10758,Data and Machine Learning Specialist,MA,,,1,0,0,0,0,0
10759,Artificial Intelligence Researcher,MA,,,0,0,0,0,0,0
10760,Senior Machine Learning Engineer,MA,150000.0,200000.0,1,0,0,1,0,0
10761,OCT Image Processing and Machine Learning Fellowship,MA,,,1,0,0,0,0,0
10762,Manager Business Intelligence Analytics,MA,,,0,0,0,0,0,0
10763,"Senior Analyst, Business Systems Analysis",MA,,,0,0,0,1,0,0
10764,Director of Machine Learning Platform Engineering,MA,,,1,0,0,0,0,0
10765,Senior Enrollment Data Analyst - Curry College,MA,,,0,0,0,1,0,0
10766,Cost Estimator Specialist,MA,,,0,0,0,0,0,0
10767,Senior Data Architect (TS/SCI clearance),MA,,,1,0,0,0,0,0
10768,Senior Controls Engineer (On-site),MA,,,0,0,0,1,0,0
10769,Senior Lead Analytics Consultant,IA,,,1,0,0,1,0,0
10770,Data Scientist,CA,95000.0,135000.0,1,0,0,1,0,0
10771,Senior Data Scientist,CA,170000.0,250000.0,1,0,0,1,0,0
10772,Data Scientist,CA,64480.0,93000.0,0,0,0,0,0,0
10773,"Senior Data Science Manager, Marketing",CA,,,1,0,0,1,0,0
10774,Data Engineer,CA,,,1,0,0,1,0,0
10775,Senior Data Scientist,CA,120000.0,150000.0,1,0,0,1,0,0
10776,"Data Scientist, Bioinformatics",CA,125000.0,170000.0,1,0,0,0,0,0
10777,Software Engineer (Incident Insights),CA,120000.0,180000.0,1,1,0,1,1,0
10778,"Data Scientist, Product Analytics - Monetization",CA,165000.0,232000.0,1,0,0,1,0,0
10779,Enterprise Data Domain Lead,CA,96030.0,144050.0,0,0,0,0,0,0
10780,"Software Engineer, Ads Machine Learning Data Platform",CA,136800.0,205000.0,0,0,0,0,0,0
10781,"Data Engineer, Product Analytics",CA,134000.0,194000.0,1,0,1,1,0,0
10782,"Staff Data Scientist, Product",CA,114000.0,218500.0,0,0,0,1,0,0
10783,Advisor AI Developer,CA,,,0,1,0,0,0,0
10784,"Design Engineer, Low Power RTL, Machine Learning Accelerators",CA,146000.0,220000.0,0,0,0,0,0,0
10785,Engagement Support Analyst - Project Management,IN,,,0,0,0,0,0,0
10786,Labs - Data Scientist - Senior Associate,IN,,,1,1,1,1,1,0
10787,"Associate Director, Insights Consulting",AR,,,0,0,0,0,0,0
10788,Data Scientist,VA,,,1,0,0,1,0,0
10789,Jr Data Scientist,WA,,,1,1,0,1,0,0
10790,Data Developer,VA,,,1,1,0,1,0,0
10791,Research Analyst I,MD,,,0,0,0,0,0,0
10792,Data Analyst,VA,,,1,1,0,1,1,0
10793,Data Science Senior,VA,,,1,0,0,0,0,0
10794,Senior Predictive Readiness Data Analyst,WA,175000.0,180000.0,0,0,0,0,0,0
10795,Security Fraud SME,WA,208000.0,228800.0,0,0,0,1,0,0
10796,Machine Learning Engineer,VA,93300.0,212000.0,1,1,0,1,0,0
10797,Marketing Analyst,WA,,,0,1,0,0,1,0
10798,Researcher / Sr. Researcher - Medicaid Analytics (Remote Eligible),WA,100000.0,130000.0,0,0,0,0,0,0
10799,Senior Backend Engineer (AI Startup),MD,120000.0,180000.0,0,0,0,0,0,0
10800,Data Scientist - TS/SCI Required,WA,,,1,0,0,1,0,0
10801,Program Analyst,MD,,,0,0,0,0,0,0
10802,Data and Analytics Consultant,WA,,,1,0,0,1,0,0
10803,Remote Data Analyst/ Statistical Programmer,TX,,,0,0,0,0,0,0
10804,Data Engineer,TX,,,1,0,0,1,0,0
10805,DATA SCIENTIST - MHO,TX,,,1,0,0,1,0,0
10806,Data Scientist,TX,,,1,1,1,1,0,0
10807,"Data Scientist || Frisco, TX & Seattle, WA (Onsite)",TX,99840.0,110240.0,1,0,0,1,0,0
10808,"Data Engineer (Python,Java)",TX,,,1,1,0,1,0,0
10809,Senior Data Analyst,TX,,,0,0,0,1,0,0
10810,"Design-for-Testability (DFT) Engineer, Autopilot AI (Austin)",TX,,,1,0,0,0,0,0
10811,Senior Financial Analyst,TX,,,0,0,0,1,0,0
10812,Assistant Research Scientist,TX,,,1,0,0,0,0,0
10813,Global Data Science CoE Project Manager,TX,,,0,0,0,0,0,0
10814,Lead Data Engineer – R01524919,TX,,,1,1,0,1,0,0
10815,"Senior Marketing Science Analyst, Implementation",TX,,,0,0,0,0,0,0
10816,Assistant Professor of Statistics (Tenure Track),TX,,,0,0,0,0,0,0
10817,Senior Compensation Analyst,TX,,,0,0,0,0,0,0
10818,Business Intelligence Analyst,MO,,,1,0,0,1,0,0
10819,Data Analytics & Visualization Instructor - Washington University in St Louis (Remote),MO,,,1,1,0,1,1,0
10820,ASSISTANT or ASSOCIATE RESEARCH PROFESSOR /Vision Research Center /UMKC School of Medicine/ Ophthalmology,KS,,,0,0,0,0,0,0
10821,Statistician,VT,80000.0,130000.0,1,0,0,1,0,0
10822,Data Science Project Manager,FL,,,1,0,0,0,0,0
10823,Sr Data Scientist,FL,,,1,0,0,1,0,0
10824,"VP, Data Technical Product Manager",FL,123500.0,205000.0,0,0,0,1,0,0
10825,"STATE ATTORNEY'S OFFICE, 11TH CIRCUIT- PROSECUTION SUPPORT SPECIALIST III",FL,50000.0,75000.0,1,0,0,1,0,0
10826,Senior Data Engineer - SFL Scientific,FL,,,1,0,0,1,0,1
10827,Artificial Intelligence Business Development Leader - SFL Scientific,FL,,,0,0,0,0,0,0
10828,Biomedical Data Scientist,MD,70000.0,75000.0,0,0,0,1,0,0
10829,SQL Server ETL Developer,MD,,,1,0,0,1,0,0
10830,"Senior Bioinformatician, Omics, Oncology Data Science Platforms",MD,,,1,0,0,1,0,0
10831,"Data Scientist, Crypto Investment Firm",MD,140000.0,170000.0,1,0,0,1,0,0
10832,Software Engineer,MD,,,1,1,0,1,1,1
10833,UI Software Engineer,MD,,,1,1,0,1,1,1
10834,Business Systems Analyst,MD,,,0,0,0,0,0,0
10835,Deputy Program Manager,MD,,,0,0,0,0,0,0
10836,Patient Access Specialist III,MD,,,0,0,0,0,0,0
10837,"2023 Graduate - Algorithm Developer - Artificial Intelligence, Machine Learning, and Information Fusion",MD,,,1,0,0,0,0,0
10838,Data Science Analyst I - Genetics (Pandey Lab),NY,72473.0,108709.0,0,0,0,0,0,0
10839,Pfizer Data Scientist - Talent Community,NY,,,1,1,0,1,0,0
10840,Data Analyst I-Emergency Medicine,NY,58661.0,74250.0,0,0,0,0,0,0
10841,Quantitative Researcher,NY,,,1,0,0,0,0,0
10842,Lead Data Analyst/Engineer,NY,100000.0,130000.0,1,0,0,1,0,0
10843,Computer Vision Scientist,NY,125000.0,145000.0,1,0,0,0,0,0
10844,Sr P&C Data Scientist,NY,,,1,0,0,1,0,0
10845,"Associate Director, Data Science",NY,106500.0,167500.0,1,0,0,1,0,0
10846,"Director Analytics Engineering, Corporate Vice President",NY,142500.0,212500.0,1,0,0,1,0,0
10847,"Data Scientist, Crypto Investment Firm",NY,140000.0,170000.0,1,0,0,1,0,0
10848,Applied Scientist III,NY,136000.0,,1,1,1,0,0,0
10849,2022-45: Senior Quantitative Equity Research Associate,NY,,,0,0,0,0,0,0
10850,Byram Healthcare - Senior BI Developer,NY,,,1,1,0,1,0,0
10851,Senior Project Controls Specialist,NY,75000.0,128750.0,1,0,0,1,0,0
10852,Senior Manager - Sports & Media Analytics,NY,100000.0,140000.0,1,0,0,1,0,0
10853,Data Scientist,WI,,,1,0,0,1,0,0
10854,Registered Nurse - Interventional Radiology Department at 84South ASC,WI,,,0,0,0,0,0,0
10855,Data Engineer,PA,70000.0,80000.0,1,0,0,1,0,0
10856,Data Analytics Professional,PA,,,1,0,0,0,0,0
10857,Data Scientist,PA,,,1,0,0,1,0,0
10858,Product & Enablement Manager - Machine Learning,PA,80000.0,120000.0,1,0,0,0,0,0
10859,Data and Analytics Consultant,PA,,,1,0,0,1,0,0
10860,"AIML - Sr. Machine Learning Researcher, MIND",PA,,,1,0,1,0,0,0
10861,"Staff Machine Learning Software Engineer, Motion Planning",PA,170000.0,272000.0,1,0,1,0,0,0
10862,BI/Data Analyst,CO,,,1,0,0,1,0,1
10863,Senior Data Scientist,CO,150000.0,175000.0,1,0,0,1,0,0
10864,JIOC-N Data Scientist - Senior,CO,,,1,0,0,1,0,0
10865,Target Digital Network Analyst Level 3,CO,,,0,0,0,0,0,0
10866,Applied Physical Scientist,CO,130000.0,150000.0,1,1,0,0,0,0
10867,Data Scientist (PowerBI modelling),IL,100000.0,130000.0,0,0,0,1,0,0
10868,"Director, Data Science & AI",IL,120000.0,180000.0,1,0,0,0,0,0
10869,"Machine Learning Engineer (Chicago, IL - Hybrid)",IL,,,0,0,0,0,0,0
10870,Senior Data Scientist,IL,,,1,0,0,1,0,0
10871,Aviva Investors Portfolio Analyst (Fixed Income – High Yield) – Chicago,IL,,,1,0,0,0,0,0
10872,EARLY CHILDHOOD DATA COORDINATION/GRANT REVIEWER,IL,55521.0,69821.0,0,0,0,0,0,0
10873,Research Data Manager and Analyst,IL,,,0,0,0,0,0,0
10874,Portfolio Management Reporting Analyst,IL,,,1,0,0,1,0,0
10875,Senior Data Scientist,IL,,,1,0,0,1,0,0
10876,"Associate Director, Statistical Programming",IL,,,0,0,0,0,0,0
10877,Data Science Analyst - OSAIL,MN,92456.0,138673.0,1,0,0,1,0,0
10878,Sensor Engineer,MN,,,0,0,0,0,0,0
10879,Oracle R&A (Reporting & Analytics),MN,,,0,0,0,1,0,0
10880,Lead Data Scientist,NE,93000.0,191000.0,1,0,0,1,0,0
10881,Data Analyst (Hybrid),OH,65000.0,75000.0,0,0,0,1,0,0
10882,"Data Scientist, Crypto Investment Firm",OH,140000.0,170000.0,1,0,0,1,0,0
10883,AI Architect,OH,146000.0,172000.0,0,0,0,0,0,0
10884,Senior Insider Threat Analyst,OH,92480.0,119680.0,0,0,0,1,0,0
10885,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",OH,,,0,0,0,0,0,0
10886,AI/Machine Learning Developer,SC,,,1,0,0,0,0,0
10887,Statistical and Research Analyst I,SC,,,0,0,0,0,0,0
10888,Senior Data Analyst -Remote,GA,,,1,1,1,1,0,0
10889,Sr Data Analyst,GA,,,0,0,0,1,0,0
10890,Big Data Software Engineer II,GA,,,0,1,0,0,0,0
10891,Senior Data Scientist,GA,,,1,0,0,1,0,0
10892,"Sr. Manager, Global Master Data Mgmt (MDM) - Processes",GA,,,0,0,0,1,0,0
10893,Data Scientist (AI/ML Support for AF DCGS) - SEAL - Open Rank,GA,,,1,0,0,0,0,0
10894,"Entry Aerospace Engineer - Modeling, Simulation, AI/ML",AL,,,1,0,1,0,0,0
10895,Marketing Operational Data Scientist (Remote),US,,,1,0,0,1,0,0
10896,Data Scientist/Software Engineer,HI,,,1,0,0,1,0,0
10897,Sr. Analytics Data Analyst,NC,90000.0,120000.0,1,0,0,0,0,0
10898,Business Intelligence Analyst,NC,,,0,0,0,1,0,0
10899,"Senior Backend Engineer, AI",NC,150000.0,190000.0,0,0,0,0,0,0
10900,"Senior Backend Engineer, AI",NC,150000.0,190000.0,0,0,0,0,0,0
10901,Lead Business Intelligence Developer,NC,,,0,0,0,1,0,0
10902,Quantitative Data Scientist (Remote),US,,,1,0,0,1,0,0
10903,Marketing and Data Analyst,MI,,,1,0,0,1,0,0
10904,IT Data & Analytics Assistant Vice President,MI,,,0,0,0,0,0,0
10905,Business Development Representative - Mid Level,MI,,,0,0,0,0,0,0
10906,Data Analyst III (REMOTE),KY,,,1,0,0,1,0,0
10907,Senior HR Data Analyst,ME,,,0,0,0,1,0,0
10908,"Manager, Data Science",NJ,,,0,0,0,1,0,0
10909,"Director, Data Science - Healthcare Analytics Solutions",NJ,,,1,0,0,1,0,0
10910,"Analyst, Strategic Revenue Management",NJ,,,0,0,0,0,0,0
10911,Data Applications and Analytics Manager,NJ,,,0,0,0,1,0,0
10912,Environmental Chemist,NJ,65815.0,98723.0,0,0,0,0,0,0
10913,Global Strategic Sourcing Analyst- Artificial Intelligence -Proteins,NJ,,,0,0,0,1,0,0
10914,"Instructor, Information Technology",NJ,,,0,0,0,0,0,0
10915,PEGA LSA,NJ,,,0,0,0,0,0,0
10916,Director of Data Science,OR,140000.0,210000.0,1,0,0,1,0,0
10917,Quantitative Data Scientist (Remote),US,,,1,0,0,1,0,0
10918,Senior Data Scientist,VA,160000.0,,0,0,0,0,0,0
10919,Data Analyst III (REMOTE),VA,,,1,0,0,1,0,0
10920,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
10921,Data Visualization Developer Expert | Work from Home!,VA,80000.0,115000.0,1,0,0,1,0,0
10922,Sr. Data Scientist,VA,,,1,0,0,1,0,0
10923,Data Scientist Expert - Hybrid,VA,,,1,0,0,1,0,0
10924,Artificial Intelligence / Machine Learning Scientist (SME) - TS/SCI CI Poly,VA,,,0,0,0,0,0,0
10925,Cyber Threat Analyst,VA,,,0,0,0,0,0,0
10926,Data Analyst,OK,,,1,1,0,1,0,0
10927,Senior Data Engineer,RI,90000.0,180000.0,1,0,0,1,0,0
10928,E-commerce Data Scientist,WA,129000.0,,1,0,0,1,0,0
10929,Data Scientist (Data Governance),WA,96532.0,152584.0,0,0,0,0,0,0
10930,Sr Staff Data Scientist - ATG,WA,184700.0,,1,0,0,0,0,0
10931,Data Scientist 2 - Computer Vision,WA,,,1,1,1,0,0,0
10932,Operations Research Specialist,WA,,,1,0,0,0,0,0
10933,Senior Machine Learning Engineer,WA,150000.0,200000.0,1,0,0,1,0,0
10934,#9371 - Machine Learning Operations Engineer,WA,150000.0,170000.0,1,0,1,0,0,0
10935,Postdoctoral Scholar- Teleconnected: Identifying tele-connected distributions using machine learning,WA,5459.0,7500.0,0,0,0,0,0,0
10936,Senior Data Analyst,CT,,,1,0,0,1,0,0
10937,ETL Business Analyst,CT,,,0,0,0,1,0,0
10938,"Data Scientist - Digitalization, Trading & Origination",CT,,,1,0,1,0,0,0
10939,Lead Data Scientist,DE,93000.0,191000.0,1,0,0,1,0,0
10940,Senior Data Science Analyst,AZ,94000.0,132000.0,1,0,0,1,0,0
10941,Senior Data Scientist,AZ,,,0,0,0,1,0,1
10942,"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",AZ,,,0,0,0,0,0,0
10943,Sales Operations Analyst,UT,65000.0,70000.0,0,0,0,1,0,0
10944,Senior Business Intelligence Architect,TN,96000.0,,1,1,0,1,0,0
10945,Data Engineer,TN,,,1,1,0,1,1,0
10946,Director Business Intelligence,TN,,,1,1,0,1,1,1
10947,Machine Learning Scientist 2 - Cyber Identity and Biometrics,TN,,,1,0,0,0,0,0
10948,Collections - Risk Operations Analyst I - P1,NV,,,0,0,0,1,0,0
10949,Data Engineer,MA,,,1,0,0,1,0,0
10950,"Analyst II, Data Visualization",MA,,,1,0,0,1,0,0
10951,Senior Financial Analyst,MA,,,0,0,0,0,0,0
10952,Senior Principal Data Scientist,MA,,,1,0,0,1,0,0
10953,Business Intelligence Engineer,MA,,,0,0,0,1,0,0
10954,Senior Machine Learning Engineer,MA,150000.0,200000.0,1,0,0,1,0,0
10955,Sr. Advanced Analytics & Data Automation Engineer,MA,,,1,0,0,1,0,0
10956,"Senior Scientist, Cheminformatics",MA,,,1,0,0,0,0,0
10957,"Principal Applications Analyst, Marketing",MA,,,0,0,0,0,0,0
10958,Business Intelligence Engineer III,MA,,,1,1,0,1,0,0
10959,Reception Desk Rep - Radiology,MA,,,0,0,0,0,0,0
10960,Senior Director of Statistics,MA,194000.0,278000.0,1,0,1,0,0,0
10961,Assistant Teaching Professor,IA,,,0,0,0,0,0,0
10962,Uncapped Games - Data Scientist (All Levels),CA,89650.0,242000.0,1,0,0,1,0,0
10963,Lead Data Engineer - Remote,CA,112647.0,213944.0,1,1,0,1,0,0
10964,Data Analyst,CA,,,1,0,0,1,0,0
10965,Data Scientist - Data Science and Engineering - US Remote,CA,,,1,0,0,1,0,0
10966,"Data Engineer, Finance",CA,130000.0,250000.0,1,1,0,1,0,0
10967,Big Data Platform Engineer,CA,,,1,1,0,1,0,1
10968,Senior Data Scientist,CA,120000.0,150000.0,1,0,0,1,0,0
10969,"Content & Channel Data & Analytics Manager - Alameda, CA",CA,118100.0,236100.0,1,1,1,1,0,0
10970,Data Scientist IV,CA,146952.0,189384.0,1,0,1,0,0,0
10971,Senior Data Scientist,CA,120000.0,150000.0,1,0,0,1,0,0
10972,"Senior Data Scientist, Marketing",CA,150000.0,190000.0,1,0,0,1,0,0
10973,Email Marketing Data Analyst,CA,,,1,0,0,1,0,0
10974,Enterprise Data Security Operations Lead,CA,136750.0,232630.0,0,0,0,0,0,0
10975,Data Analyst,CA,,,0,0,0,1,0,0
10976,"Director, Technical Program Management AI/ML- (Remote- Eligible)",CA,228500.0,260800.0,0,0,0,0,0,0
10977,Business Intelligence Specialist - Power Bi SSRS with SAP ERP,IN,,,0,0,0,1,0,0
10978,Assistant or Associate Professor of Epidemiology,IN,,,0,0,0,0,0,0
10979,Engineering Specialist,AR,,,0,0,0,1,0,0
10980,"Data Analyst, CG-0301-14",WA,145188.0,235067.0,0,0,0,0,0,0
10981,Data Engineer,VA,,,1,1,0,1,1,0
10982,Data Engineer,VA,90130.0,115882.0,1,1,0,1,0,0
10983,"Data Scientist, Mid",VA,73100.0,166000.0,1,0,0,1,0,0
10984,AI/ML Lead,WA,,,0,0,0,0,0,0
10985,Data Scientist,VA,,,1,1,1,1,1,0
10986,"Data Scientist, Lead",VA,93300.0,212000.0,1,0,0,0,0,0
10987,Machine Learning Data Engineer,VA,95000.0,130000.0,1,0,0,0,0,0
10988,Senior Data Scientist with Polygraph,VA,,,0,0,0,0,0,0
10989,Operations Research / Systems Analyst,VA,70000.0,100000.0,0,0,0,0,0,0
10990,Computer Vision Scientist - Federal,VA,145000.0,185000.0,1,0,0,0,0,0
10991,Data Scientist III,MD,,,1,0,0,0,0,0
10992,Data Scientist,MD,,,1,0,0,1,0,0
10993,Cyber Hunt Analyst - 13954,WA,,,0,0,0,0,0,0
10994,Data Scientist - Defense and Security,WA,,,1,0,0,1,0,0
10995,Business Analyst / Tableau / Data Insights/ML,TX,,,1,0,0,1,0,0
10996,Customer Technical Support Specialist,TX,37440.0,43680.0,0,0,0,0,0,0
10997,Senior Gameplay Data Analyst,TX,,,1,0,0,1,0,0
10998,Senior Data Scientist with Python,TX,120000.0,135000.0,1,0,0,0,0,0
10999,"Sr. Data Scientist, Growth Analytics",TX,135100.0,196100.0,1,0,0,1,0,0
11000,Data Engineer,TX,,,1,0,0,1,0,0
11001,Staff Machine Learning Engineer,TX,96900.0,234300.0,1,1,0,1,0,0
11002,Heart Center Admin - Heart Center Data Engineer,TX,,,1,0,0,1,0,0
11003,AI Architect,TX,,,0,0,0,0,0,0
11004,"Applied Scientist, Identity & Access Management",TX,,,1,1,1,1,0,0
11005,Computer Vision and Image Data Analytics - Intelligent Systems,TX,,,1,0,1,0,0,1
11006,MAC Senior Research Data Analyst (Grant Funded),TX,5684.0,,1,0,0,0,0,0
11007,Senior Data Scientist,TX,,,1,0,0,1,0,0
11008,Data Analytics & Automation Advisor,TX,,,1,0,0,1,0,0
11009,Sr. Analyst Analytics and Reporting - RE Portfolio Mgt,TX,,,0,0,0,0,0,0
11010,Staff Data Engineer,MO,,,1,0,0,1,0,0
11011,Business Intelligence Developer I,KS,,,1,0,0,1,0,0
11012,ASSISTANT or ASSOCIATE RESEARCH PROFESSOR / Vision Research Center / UMKC School of Medicine /Ophthalmology,KS,,,0,0,0,0,0,0
11013,"Specialist, Solar (PV) Energy (USA)",VT,,,1,0,0,1,0,0
11014,Senior Data Scientist,FL,120000.0,150000.0,1,0,0,1,0,0
11015,Data Scientist,FL,97000.0,110000.0,1,0,0,1,0,0
11016,Sr Data Engineer,FL,,,0,0,0,1,0,0
11017,"Manager, Rapid Data Labs, Research IT Data Engineering",FL,,,1,1,0,1,1,0
11018,"Director, Data Analytics Architecture",FL,,,0,0,0,0,0,0
11019,Labs - Data Scientist - Senior Associate,FL,,,1,1,1,1,1,0
11020,Data Scientist,MD,150000.0,200000.0,1,1,1,0,0,1
11021,"Computational Research Scientist I or II, Physiological Data Modeling",MD,,,1,1,1,1,0,0
11022,Informatica ETL Developer,MD,,,0,0,0,1,0,0
11023,Sr. Data Scientist,MD,,,1,0,0,0,0,0
11024,Cybersecurity Systems Engineer,MD,,,0,0,0,0,0,0
11025,Real-World AI Software Architect,MD,,,0,1,1,0,0,1
11026,2023 PhD Graduate Software Engineering/ML/Data Scientist - Tactical Intelligence Systems = QAT,MD,,,0,0,0,0,0,0
11027,Data Architect / Scientist IV,MD,,,1,0,0,0,0,0
11028,Operational Language Analyst Level 4,MD,,,0,0,0,0,0,0
11029,AI/ML Senior Software Engineer,MD,,,1,0,1,0,0,1
11030,Research Data Scientist,NY,,,1,0,0,0,0,0
11031,Data Science Lead – Digital Underwriting,NY,188300.0,276200.0,1,0,0,1,0,0
11032,Data Analyst I-Mount Sinai Hospital - Full Time - Days,NY,58661.0,74250.0,0,0,0,0,0,0
11033,Clinical Research Data Analyst,NY,,,1,0,0,1,0,0
11034,Measurement Analyst,NY,83600.0,115000.0,0,0,0,1,0,0
11035,"Lead Analyst, Data Insights",NY,120000.0,145000.0,1,0,0,1,0,0
11036,"Data Analyst, Data-to-Care Project",NY,60000.0,70000.0,0,0,0,0,0,0
11037,Senior Data Scientist – Product R&D,NY,,,1,1,0,1,0,0
11038,"VP, Senior Data Scientist",NY,,,1,0,0,0,0,0
11039,Hedge Funds Associate,NY,100000.0,150000.0,1,0,0,0,0,0
11040,Part-time Instructor- IST722 Data Warehouse,NY,,,0,0,0,0,0,0
11041,Senior Data Scientist,NY,150000.0,190000.0,1,0,0,0,0,0
11042,Senior Software Engineer (Insurtech / AI),NY,180.0,210.0,1,0,0,0,0,0
11043,"Senior Marketing Analytics Manager, Platforms and Ecosystems",NY,151000.0,232000.0,0,0,0,1,0,0
11044,"Financial Planning & Analysis, Moody's Analytics - Assistant Vice President (AVP)",NY,129200.0,187400.0,0,0,0,0,0,0
11045,"Data Scientist, Crypto Investment Firm",WI,140000.0,170000.0,1,0,0,1,0,0
11046,Corrections Officer,WI,,,0,0,0,0,0,0
11047,Manager of Data Science,PA,,,1,0,0,0,0,0
11048,Data Analyst,PA,62553.0,80425.0,0,0,0,0,0,0
11049,Data Scientist,PA,,,1,0,0,0,0,0
11050,Sr Data Analyst- Utilities (Remote),PA,,,0,0,0,1,0,0
11051,"Data Analytics Manager (Philadelphia, PA)",PA,,,0,0,0,0,0,0
11052,Senior Machine Learning,PA,,,1,1,1,1,0,1
11053,Senior Data Scientist (Biostatistics and Bioinformatics Core (BBC),PA,,,0,0,0,0,0,0
11054,Plant Breeder,CO,89000.0,115000.0,0,0,0,0,0,0
11055,"Vice President, Data Strategy - Enterprise Capabilities",CO,175000.0,230000.0,0,0,0,0,0,0
11056,Full-Stack Developer,CO,,,1,1,0,0,1,0
11057,Applied Mathematician/Algorithms Engineer,CO,110000.0,150000.0,1,0,1,0,0,0
11058,Senior Software Architect (Remote),CO,,,1,1,0,1,1,0
11059,"Senior Manager, Software Engineering",IL,,,1,1,0,0,0,0
11060,Data Scientist,IL,,,1,0,0,1,0,0
11061,Data Scientist,IL,,,1,0,0,0,0,0
11062,Principal Data Scientist,IL,,,1,0,0,1,0,0
11063,Senior Data Scientist,IL,,,1,0,0,1,0,0
11064,Postdoctoral Appointee for Applied AI in Electrochemical Device Diagnosis & Prognosis,IL,,,1,0,0,0,0,0
11065,"Principal Data Engineer, Analytics",IL,,,1,0,0,1,0,0
11066,Senior Associate Workforce Planning,IL,,,0,0,0,0,0,0
11067,Senior Data Scientist,IL,,,1,0,0,1,0,0
11068,"Director, Statistical Programming",IL,,,0,0,0,0,0,0
11069,Manager Data Science - Remote,MN,,,1,0,0,1,0,0
11070,Senior Data Scientist,MN,115000.0,130000.0,1,0,0,1,0,0
11071,Coil Engineer III,MN,,,0,0,0,0,0,0
